Recieved	Income Paid	Confirmed	Checked	Refunded	Net_rate
107170.50	128922.45	81239.34	107170.50	107170.50	107170.50	24.2
80183.63	80183.63	58101.42	80183.63	80183.63	80183.63	27.54
81788.00	55703.64	59248.12	81788.00	81788.00	81788.00	27.56
46902.00	46902.22	33980.05	46902.00	46902.00	46902.00	27.55
211140.18	217408.60	169130.60	211140.18	211140.18	211140.18	19.9
264317.59	272735.66	209597.90	264317.59	264317.59	264317.59	20.7
1027163.47	1000000.00	820919.81	1027163.47	1027163.47	1027163.47	20.21
0	805279.79	293157.64	724750.83	400079.16	400079.16	20
0	69000.00	57034.19	69000.00	69000.00	69000.00	17.34
195450.12	211714.59	170635.78	195450.12	195450.12	195450.12	12.7
60599.86	65174.60	42708.24	60599.86	60599.86	60599.86	29.52
34956.37	34956.37	35299.62	34956.37	34956.37	34956.37	-0.98
138852.99	61226.06	117712.67	138852.99	138852.99	138852.99	15.22
100313.11	125871.15	69484.25	100313.11	100313.11	100313.11	30.73
187038.28	187038.28	154736.62	187038.28	187038.28	187038.28	17.27
42584.50	52249.57	29957.60	42584.50	42584.50	42584.50	29.65
141039.52	181719.90	101493.38	141039.52	141039.52	141039.52	28.04
234615.60	245736.94	187852.67	234615.60	234615.60	234615.60	19.93
20950.00	20950.40	15180.55	20950.00	20950.00	20950.00	27.54
15147.47	16710.12	10281.81	15147.47	15147.47	15147.47	32.12
26923.51	76177.56	20032.07	26923.51	26923.51	26923.51	25.59
494488.55	513035.95	404299.89	494488.55	494488.55	494488.55	18.24
107546.33	112506.82	91761.80	107546.33	107546.33	107546.33	14.68
386316.39	427920.31	310852.58	386316.39	386316.39	386316.39	19.53
63006.00	63006.38	42034.01	63006.00	63006.00	63006.00	33.29
0	773145.30	480465.75	737856.29	737856.29	600582.19	19.467
0	18000.00	9828.00	12600.00	12600.00	12600.00	22
0	995002.08	643607.83	995002.08	696501.45	696501.45	13.64
0	159583.62	87107.66	143624.54	111708.54	111708.54	22
0	649803.80	164023.05	584823.00	210000.00	210000.00	20
0	47345.11	25568.72	33141.57	33141.57	33141.57	22.85
0	124334.08	65275.39	124334.08	87033.85	87033.85	24.91
0	128729.07	116544.29	102983.62	90110.35	90110.35	23.74
0	27706.26	14933.67	19394.38	19394.38	19394.38	23
0	65964.40	35203.88	59367.08	46175.08	46175.08	23.76
0	380000.00	290664.28	380000.00	380000.00	380000.00	23.51
0	24446.70	13176.77	17112.69	17112.69	17112.69	23
0	60000.00	46289.49	60000.00	60000.00	60000.00	22.85
0	155455.84	86361.62	139910.09	108819.09	108819.09	24.24
0	50360.20	27197.02	45324.14	35252.14	35252.14	22.85
0	48485.96	26184.84	33940.17	33940.17	33940.17	22.85
0	795147.46	482129.74	715632.21	556603.21	556603.21	23.53
0	41640.88	22488.16	29148.62	29148.62	29148.62	22.85
0	122825.04	64483.15	85977.53	85977.53	85977.53	23.51
0	166043.58	88972.54	116230.51	116230.51	116230.51	23.45
0	109637.90	71156.32	76746.53	76746.53	76746.53	24.08
0	91511.34	20894.94	82359.40	27453.40	27453.40	23.89
0	33098.61	17496.91	23169.03	23169.03	23169.03	24.48
0	71042.30	16159.24	63937.69	21312.69	21312.69	24.18
0	15482.91	11361.54	10838.03	10838.03	10838.03	22.85
0	109338.07	57402.49	98403.65	76536.65	76536.65	26.43
0	118876.75	63745.79	106988.73	83213.73	83213.73	23.4
0	5867.21	3080.28	4107.04	4107.04	4107.04	22.85
0	64865.24	35030.47	45405.67	45405.67	45405.67	22.85
0	129160.07	78141.84	103328.02	90412.05	90412.05	22.85
0	57056.37	43377.02	39939.46	39939.46	39939.46	23.8
0	22816.92	5280.98	6845.08	6845.08	6845.08	22.85
0	23224.37	5375.28	6967.31	6967.31	6967.31	22.85
0	273558.57	157418.25	246203.31	191491.01	191491.01	20
0	47834.04	26925.87	33483.83	33483.83	33483.83	20
0	146119.53	33171.37	131507.86	43835.86	43835.86	24.33
0	195008.63	138847.60	165757.34	165757.34	165757.34	25.55
0	138626.57	88374.44	117832.59	117832.59	117832.59	25.19
0	708896.50	518961.71	638007.04	602562.04	602562.04	24.99
0	61898.27	39788.09	52613.53	52613.53	52613.53	24.38
0	51015.46	33112.36	43363.13	43363.13	43363.13	22.85
210531.41	226262.24	150581.31	210531.41	210531.41	210531.41	28.48
0	150000.00	116059.88	150000.00	150000.00	150000.00	22.63
68000.00	69553.14	45597.53	68000.00	68000.00	68000.00	32.94
150669.74	158297.64	100255.64	150669.74	150669.74	150669.74	33.46
13000.00	13467.00	8758.02	13000.00	13000.00	13000.00	32.63
97000.00	98346.24	65866.90	97000.00	97000.00	97000.00	32.1
136636.59	141652.59	92138.16	136636.59	136636.59	136636.59	32.57
155452.09	160814.65	130594.37	155452.09	155452.09	155452.09	15.99
287271.05	302625.19	225644.55	287271.05	287271.05	287271.05	21.45
264481.37	278534.03	206121.38	264481.37	264481.37	264481.37	22.07
257623.93	269136.38	221166.63	257623.93	257623.93	257623.93	14.15
87000.00	89690.07	63099.28	87000.00	87000.00	87000.00	27.47
16846.03	16846.03	14319.13	16846.03	16846.03	16846.03	15
0	170000.00	83300.00	170000.00	170000.00	170000.00	51
0	290000.00	187391.40	290000.00	290000.00	290000.00	35.38
0	1107673.41	569340.23	953783.41	953773.41	953773.41	17
427417.09	467500.00	354756.18	427417.09	427417.09	407441.34	17
1476121.91	1487200.00	1210363.80	1476121.91	1476121.91	1476121.91	18
1012041.10	1000000.00	829873.70	1012041.10	1012041.10	1012041.10	18
93852.75	141550.00	77146.95	93852.74	93852.74	93852.74	17.8
519390.68	519390.68	425900.36	519390.68	519390.68	519390.68	18
144774.69	144774.69	118715.25	144774.69	144774.69	144774.69	18
1798797.45	1798797.45	1475013.94	1798797.45	1798797.45	1798797.45	18
1680000.00	1680000.00	1470021.51	1680000.00	1680000.00	1680000.00	12.5
640000.00	640000.00	593201.57	640000.00	640000.00	640000.00	7.3
531882.30	595800.00	507066.16	531882.30	531882.30	531882.30	4.67
94067.14	110000.00	78075.73	94067.14	94067.14	94067.14	17
0	720599.76	650527.09	691016.68	691016.68	582899.76	17
0	255200.00	107189.60	183437.58	183437.58	183437.58	17
0	220000.00	108119.64	130264.00	0	0	17
0	297600.00	356532.48	167309.81	167309.81	167309.81	-4.707
0	283000.00	273045.21	200471.67	200471.67	200471.67	17
235490.82	236939.09	191515.80	235490.82	235490.82	235049.42	18.67
452445.78	500000.00	370884.78	452445.78	452445.78	452445.78	18.03
1005768.66	1005800.00	1140321.84	1005768.66	1005768.66	1005768.66	-13.38
0	664577.30	0	0	0	0	17.49
489350.78	500000.00	401267.64	489350.78	489350.78	473233.50	18
141044.00	141044.00	111538.72	138010.00	138010.00	138010.00	20.92
1187501.00	1187501.00	890625.75	1187501.00	1187501.00	1187501.00	25
350766.90	350767.31	263075.48	350767.31	350767.31	350767.31	25
158252.00	158252.40	118689.30	158252.41	158252.40	158252.40	25
129255.40	129255.40	96941.55	129255.40	129255.40	129255.40	25
9646.00	9646.00	4651.30	9646.00	9646.00	9646.00	51.78
75852.00	121781.00	54863.75	75852.00	75852.00	75852.00	45.99
42060.00	42060.00	35897.96	42060.00	42060.00	42060.00	14.65
42738.30	47487.00	36327.56	47487.00	42738.30	42738.30	15
52642.00	52642.00	40236.45	52642.00	47337.00	64612.20	14.65
86376.00	86376.00	73721.40	86376.00	86376.00	69100.80	14.65
112747.00	112747.00	96228.89	112747.00	112747.00	112747.00	14.65
28640.00	28640.00	24444.07	28640.00	28640.00	28640.00	14.65
224908.00	224908.00	168681.00	224908.00	224908.00	224908.00	25
383376.00	383376.00	277295.86	383376.00	383376.00	383376.00	27.67
71564.00	71564.00	33127.83	74475.00	76504.00	76504.00	53.71
18930.00	18930.00	8762.92	18930.00	18930.00	18930.00	53.71
13088.00	13088.00	9466.55	13088.00	13088.00	13088.00	27.67
7791.00	7791.00	5635.00	7791.00	7791.00	7791.00	27.67
36480.00	36480.00	26385.98	36480.00	36480.00	36480.00	27.67
30500.00	30500.00	22060.65	30500.00	30500.00	30500.00	27.67
26469.00	26469.00	13529.15	26469.00	26469.00	26469.00	48.89
29864.00	29864.00	17287.86	23695.29	23755.29	23755.29	24.78
50432.00	50432.00	36477.47	83263.54	50431.54	50431.54	27.67
120760.00	120760.00	90570.00	120760.00	120760.00	120760.00	25
74894.05	74894.05	32932.35	74894.05	74894.05	74894.05	53.71
22850.42	22850.42	10577.73	22850.42	22850.42	22850.42	53.71
7078.48	4155.00	3276.71	7078.48	7078.48	7078.48	53.71
33120.00	33120.00	23955.70	33120.00	33120.00	33120.00	27.67
26884.00	26884.00	12444.93	26884.00	26884.00	26884.00	53.71
6673.00	6673.00	3089.00	6673.00	6673.00	6673.00	53.71
95182.00	95182.00	44060.89	95182.00	95182.00	95182.00	53.71
132838.00	132838.00	99628.50	132838.00	132838.00	132838.00	25
56616.00	61628.00	28938.25	56616.00	56616.00	56616.00	48.89
105311.00	105311.00	78983.00	105311.00	105311.00	105311.00	25
7169.00	7169.00	3318.62	7169.00	7169.00	7169.00	53.71
201698.00	236058.00	177043.50	236058.00	236058.00	236058.00	25
104850.00	104850.00	50328.00	104850.00	104850.00	104850.00	52
79140.54	80481.00	57242.35	79140.54	79140.59	79140.59	27.67
10201.30	10201.30	8067.27	10201.30	10201.30	10201.30	20.92
194677.00	194677.00	146007.75	194677.00	194677.00	194677.00	25
78138.00	78138.00	36171.02	78138.00	78138.00	78138.00	53.71
23484.00	23484.00	10871.03	23484.00	23484.00	23484.00	53.71
8781.00	8891.00	4287.00	8891.00	8891.00	8891.00	51.78
54467.00	54467.00	0	0	0	0	51.78
300825.00	300825.00	225618.75	300825.00	300825.00	300825.00	25
312086.35	312086.35	165405.77	312086.35	312086.35	312086.35	47
11730.65	11044.00	6787.82	11730.65	11730.65	11730.65	42.14
114876.63	114876.63	86157.47	114876.63	114876.63	114876.63	25
25603.00	25832.00	18333.46	25603.00	25603.00	25603.00	28.39
153528.00	153528.00	115146.00	153528.00	153528.00	153528.00	25
36927.00	36927.00	17093.95	36927.00	36927.00	36927.00	53.71
31289.00	31289.00	15087.56	31289.00	31289.00	31289.00	51.78
7161.00	7161.00	3453.00	7161.00	7161.00	7161.00	51.78
118969.00	118969.00	89226.75	118969.00	118969.00	118969.00	25
61337.38	64560.00	44365.00	61337.38	61337.38	61337.38	27.67
120000.00	120000.00	35105.50	120000.00	0	0	22.85
116000.00	165000.00	28837.90	0	0	0	9.83
55780.00	55780.00	0	0	0	0	27.67
40754.36	40754.36	20830.86	40754.36	40754.36	40754.36	48.89
8790.00	12715.00	4548.56	10172.00	8790.00	6103.20	42.14
4878.22	4878.22	2493.41	14764.80	4878.22	8858.88	48.89
18200.00	18200.00	13164.06	18200.00	18200.00	18200.00	27.67
28640.00	28640.00	0	0	0	0	27.67
24901.25	24901.25	17414.15	32612.00	24901.25	19567.20	27.67
49838.00	49838.00	35380.17	49838.00	49838.00	49838.00	29.01
179240.00	179240.00	134430.00	179240.00	179240.00	179240.00	25
213379.00	213379.00	160034.25	213379.00	213379.00	213379.00	25
0	42315.00	20404.29	42315.00	42315.00	42315.00	51.78
0	132960.00	99720.00	132960.00	132960.00	132960.00	25
121995.00	121995.00	91496.25	121995.00	121995.00	121995.00	25
109152.00	109152.00	81864.00	109152.00	109152.00	109152.00	25
61721.00	61721.00	29761.87	61721.00	61721.00	61721.00	51.78
135800.00	135800.00	102153.11	135800.00	135800.00	135800.00	24.78
132549.00	132549.00	82153.27	113582.00	113582.00	113582.00	27.67
379822.00	379822.00	284866.50	379822.00	379822.00	379822.00	25
655500.00	655500.00	491625.00	655500.00	655500.00	655500.00	25
9096.00	9096.00	4386.09	8764.00	9096.00	9096.00	51.78
18171.35	18171.35	10514.66	18171.35	18171.35	18171.35	42.14
147866.00	147866.00	110899.50	147866.00	147866.00	147866.00	25
639858.00	639858.00	479893.50	639858.00	639858.00	639858.00	25
164403.00	164403.00	123302.25	164403.00	164403.00	164403.00	25
436847.00	436847.00	327221.00	436847.00	436611.00	436611.00	25
0	409113.90	189383.73	335484.33	409113.33	409113.33	53.71
49404.00	49404.00	32152.89	44454.18	44454.18	44454.18	27.67
26665.00	28226.00	19286.79	26665.00	26665.00	26665.00	27.67
207256.50	225814.00	76168.03	225814.00	207256.50	207256.50	15
57659.00	57659.00	46485.33	57659.00	55410.00	55410.00	14.65
195000.00	195000.00	148035.40	195000.00	195000.00	195000.00	24.08
132410.00	111932.00	91263.62	111932.00	111932.00	111932.00	25
139189.00	123568.00	92676.00	123568.00	123568.00	123568.00	25
320358.00	320358.00	234744.23	320358.00	314148.99	314148.99	25
0	1766.00	851	14332.00	1766.00	1766.00	51.78
9522.96	13110.00	6887.96	9522.96	9522.96	9522.96	27.67
13456.21	21168.00	9732.88	13456.21	13456.21	13456.21	27.67
21472.00	21472.00	15530.70	21472.00	21472.00	21472.00	27.67
142267.00	142267.00	92586.52	128006.60	128006.60	128006.60	27.67
22221.00	22221.00	10714.97	22221.00	22221.00	22221.00	51.78
11364.00	11364.00	5479.72	11364.00	11364.00	11364.00	51.78
136074.00	136074.00	102055.50	136074.00	136074.00	136074.00	25
60909.00	60909.00	43580.00	56803.22	56803.22	56803.22	27.67
8722.00	8722.00	5046.90	8722.00	8722.00	8722.00	42.14
12670.00	12670.00	7331.37	12670.00	12670.00	12670.00	42.14
12672.00	12672.00	7332.53	12672.00	12672.00	12672.00	42.14
11680.00	11680.00	8448.14	11680.00	11680.00	11680.00	27.67
22100.00	22100.00	12787.94	22100.00	22100.00	22100.00	42.14
22400.00	22400.00	16201.92	22400.00	22400.00	22400.00	27.67
177000.00	177000.00	132750.00	177000.00	177000.00	177000.00	25
21325.00	21325.00	10899.89	21325.00	21325.00	21325.00	48.89
0	58560.00	0	58560.00	0	0	27.67
64180.00	64180.00	41780.35	57764.00	57764.00	57764.00	27.67
80064.00	80064.00	63315.25	80064.00	80064.00	80064.00	20.92
19800.00	19800.00	11457.07	19800.00	19800.00	19800.00	42.14
27402.00	30410.00	19820.00	27402.00	27402.00	27402.00	27.67
74424.00	74424.00	42185.64	72906.00	72906.00	72906.00	42.14
22914.00	22914.00	0	0	0	0	20
19463.00	19463.00	14640.69	19463.00	19463.00	19463.00	24.78
214752.00	214752.00	161064.00	214752.00	214752.00	214752.00	25
155678.00	155678.00	116758.50	155678.00	155678.00	155678.00	25
110000.00	110000.00	63650.00	110000.00	110000.00	99000.00	24.78
6297.00	6297.00	3036.41	6297.00	6297.00	6297.00	51.78
73792.00	73792.00	29532.85	57780.00	57780.00	57780.00	48.89
5541.00	5541.00	3206.24	5541.00	5541.00	5541.00	42.14
0	5269.00	0	0	0	0	51.78
10191.00	10191.00	4914.10	10191.00	10191.00	10191.00	51.78
31087.00	31087.00	14990.15	31087.00	31087.00	31087.00	51.78
2683.00	2683.00	1293.74	2683.00	2683.00	2683.00	51.78
47917.00	47917.00	23105.58	47917.00	47917.00	47917.00	51.78
28085.00	28085.00	13542.59	28085.00	28085.00	28085.00	51.78
16323.00	16323.00	7870.95	16323.00	16323.00	16323.00	51.78
28415.00	28415.00	13701.71	28415.00	28415.00	28415.00	51.78
3350.00	3350.00	1615.37	3350.00	3350.00	3350.00	51.78
46569.00	46569.00	22455.57	46569.00	46569.00	46569.00	51.78
0	20480.00	0	0	0	0	27.67
131600.00	131600.00	98700.00	131600.00	131600.00	131600.00	25
77080.00	77080.00	59672.25	82500.00	82500.00	73599.35	27.67
78480.00	78480.00	70766.51	78480.00	78480.00	78480.00	20.92
8789.00	8789.00	4238.06	8789.00	8789.00	8789.00	51.78
41746.00	41746.00	21337.72	41746.00	41746.00	41746.00	48.89
196994.00	196994.00	147745.50	196994.00	196994.00	196994.00	25
20000.00	20000.00	11572.00	20000.00	20000.00	20000.00	42.14
49204.00	49204.00	25149.74	49204.00	49204.00	49204.00	48.89
787217.00	787217.00	590412.75	787217.00	787217.00	787217.00	25
484153.00	484153.00	322750.75	484153.00	484153.00	484153.00	25
0	6300.00	0	0	0	0	51.78
70832.75	90000.00	53281.97	70832.75	70832.75	70832.75	24.78
99000.00	99000.00	50602.07	99000.00	99000.00	99000.00	48.89
83000.00	83000.00	42423.96	83000.00	83000.00	83000.00	48.89
248831.00	248831.00	186623.25	248831.00	248831.00	248831.00	25
2345.00	2345.00	1130.76	2345.00	2345.00	2345.00	51.78
11298.00	11298.00	5447.90	11298.00	11298.00	11298.00	51.78
3760.00	3760.00	1813.00	3760.00	3760.00	3760.00	51.78
16147.00	16147.00	7786.00	16147.00	16147.00	16147.00	51.78
42710.00	42710.00	24713.71	42710.00	42710.00	42710.00	42.14
54648.41	54648.41	46642.09	54648.41	54648.41	54648.41	14.65
19515.09	19515.09	16656.01	19515.09	19515.09	19515.09	14.65
4826.00	4826.00	2327.10	4826.00	4826.00	4826.00	51.78
1330.00	1330.00	641.33	1330.00	1330.00	1330.00	51.78
15354.00	15354.00	7403.00	15243.00	15243.00	15243.00	51.78
136595.00	136595.00	68297.50	136595.00	136595.00	136595.00	50
23716.80	23716.80	20242.15	23716.80	23464.00	23464.00	14.65
0	152095.00	73340.00	152095.00	152095.00	152095.00	50
26045.00	26045.00	18838.35	26045.00	26045.00	26045.00	27.67
39663.00	39663.00	19125.50	39663.00	39663.00	39663.00	51.78
67768.00	67768.00	32677.00	67768.00	67768.00	81321.60	51.78
30168.00	30168.00	23857.10	30168.00	30168.00	30168.00	20.92
33438.00	33438.00	17590.32	33438.00	33438.00	33438.00	47.39
78821.00	78821.00	36487.00	88281.00	88281.00	88281.00	53.71
13000.00	13000.00	9402.90	13000.00	13000.00	13000.00	27.67
172118.00	181482.00	69949.54	172118.00	172118.00	108889.60	36.13
148553.00	148553.00	111414.75	148553.00	148553.00	148553.00	25
16155.00	16155.00	7709.94	0	16155.00	16155.00	51.78
0	2282600.00	1496910.82	2282600.00	1604600.00	1604600.00	22
0	1050000.00	837518.56	1050000.00	772820.00	772820.00	20.236
0	706000.00	679500.00	706000.00	353000.00	337000.00	3.754
105506.92	109105.00	79130.19	109105.00	52293.70	52293.70	25
85854.60	95394.00	40852.50	85854.60	85854.60	85854.60	48.57
0	2430849.24	1877445.28	2430849.24	1944679.39	1944679.39	18
286600.00	286600.00	257197.78	286600.00	286600.00	286600.00	10
362000.00	362000.00	325800.00	362000.00	362000.00	362000.00	10
287200.00	287200.00	215400.00	287200.00	287200.00	287200.00	25
200000.00	200000.00	150000.00	200000.00	200000.00	200000.00	25
200790.00	200790.00	154182.50	200790.00	200790.00	200790.00	25
42501.60	42501.60	33610.61	42501.60	42501.60	42501.60	20.92
750000.00	750000.00	562500.00	750000.00	750000.00	750000.00	25
241359.00	241359.00	181019.25	241359.00	241359.00	241359.00	25
246560.00	246560.00	184920.00	246560.00	246560.00	246560.00	25
254228.24	254228.24	191238.62	254228.24	254228.24	254228.24	24.78
0	340000.00	155542.40	0	0	0	34.42
0	930000.00	649200.00	930000.00	930000.00	930000.00	25
2484508.46	2186803.74	2111732.19	2186803.74	2186803.74	2186803.74	15
104700.00	104700.00	56974.00	104700.00	104700.00	104700.00	25
0	88282.82	57524.17	88282.82	62867.82	62867.82	25
0	11061.95	5654.12	11061.95	2431.00	2431.00	25
0	235000.31	188000.25	235000.31	53617.00	53617.00	20
350000.00	350000.00	262500.00	350000.00	350000.00	350000.00	25
0	72812.00	52664.92	72812.00	50968.40	50968.40	25
107000.00	107000.00	79332.22	107000.00	107000.00	107000.00	25
54922.69	54922.69	42955.63	54923.00	54923.00	54923.00	21.79
78317.96	78317.96	62417.59	60094.51	78317.96	65000.00	20.3
108932.94	108932.94	86213.45	108932.94	108932.94	108932.94	20.86
88093.83	88093.83	69144.08	88093.83	88093.83	88093.83	21.51
31979.28	31979.28	24783.26	31979.28	31979.28	31979.28	22.5
64305.27	64305.27	50445.64	64305.27	64305.27	64305.27	21.55
0	405400.00	304050.00	405400.00	405400.00	527020.00	25
1754649.37	1773037.66	1391451.96	1773037.66	1507082.00	1507082.00	15
0	405945.87	194387.99	345054.00	345054.00	345054.00	52.115
0	474563.06	274337.29	403378.60	403378.60	403378.60	42.192
312738.83	322876.46	165032.49	322876.46	274445.00	274445.00	25
126616.05	131664.77	98748.58	126616.05	126616.05	126616.05	25
42339.11	42339.11	33546.55	42339.11	42339.11	42339.11	20.77
0	50775.00	24197.40	35542.50	35542.50	35542.50	48.89
208800.00	208800.00	156600.00	208800.00	208800.00	208800.00	25
0	123895.00	92921.25	123895.00	123895.00	123895.00	25
88894.00	88894.00	45436.00	91644.00	91644.00	27422.00	22.68
30000.00	30000.00	22500.00	30000.00	30000.00	30000.00	25
970000.00	970000.00	615000.00	970000.00	970000.00	970000.00	36.6
154803.00	154803.00	116102.25	154803.00	154803.00	154803.00	25
32128.00	32128.00	24096.00	32128.00	32128.00	32128.00	25
99000.00	99000.00	64112.40	99000.00	99000.00	99000.00	35.24
133698.71	133698.71	87678.54	93589.00	93589.00	93589.00	34.42
0	37314.00	19431.88	33582.00	33582.00	33582.00	100
